,Close_ROC_20,returns,High,Close_RSI_7,Close_trend,Close_RSI_14,Close_MACD_Hist,Close_ROC_10,Close_detail_2,body_high,Close_ROC_60,Close_ROC_5,DX,Close_detail_3,Close_EMA_5,body_low,Open,direction,Close_BB_PctB,Close_RSI_21,Low,Close_details,Close
2021-02-17,0.9841084706225356,-0.0034529889935974722,1.3912,58.278145695363875,1.3973855390461278,81.19402985074586,0.0008443754581015138,0.8493290300662482,0.0012898580536758854,1.3902,2.6072142804236753,0.06501011268418289,36.702127659573684,-0.0032843220448852887,1.3868875563571874,1.3853,1.3902,-1,0.7403011679933229,68.59688195991086,1.3829,-0.004529142536374792,1.3853
2021-02-18,1.9632170486060474,0.008518010539233511,1.3987,80.46874999999977,1.3992275660219988,85.24590163934394,0.0012029800543730514,1.6960256223613301,0.001549234480399191,1.3971,3.627058299955488,0.774205958019758,66.4160401002501,0.0009592814453619609,1.390291704238125,1.3853,1.3853,1,0.9833024649931609,73.64485981308417,1.3839,0.0029735047087988417,1.3971
2021-02-19,2.379154998173627,0.003077804022618258,1.4036,81.48148148148115,1.4008822341523792,84.5208845208842,0.0015861585166845084,1.4478065730418432,-0.0023893598328650787,1.4014,4.092698507019232,0.9411764705882231,66.91358024691282,0.00015821071456475884,1.3939944694920834,1.3975,1.3975,1,0.9990922320957784,77.7580071174375,1.395,0.0014538907181853614,1.4014
2021-02-20,2.5960413416536543,0.0011179296893581991,1.4053,81.20300751879668,1.4021905822467573,85.03562945368142,0.0017866024301136617,1.458393597531571,-0.0032768286472218463,1.4029666666666667,5.012475049900189,0.9110743484619599,68.04451510333794,0.000788752510666603,1.3969852018836113,1.3988333333333334,1.3988333333333334,1,0.9617742600655204,80.26004728132376,1.396,0.003179257839303647,1.4029666666666667
2021-02-21,2.813361637752232,0.0011166813181591184,1.407,80.91603053435071,1.4030591643305814,85.51724137931001,0.0018579322389692815,1.6672698757389304,5.896376554817971e-05,1.4045333333333332,4.101195770333033,1.0382946071026078,69.10069177555665,-4.7754242061288505e-05,1.3995012457001854,1.4001666666666666,1.4001666666666666,1,0.9359117994889113,82.74440518256733,1.397,0.005372503251182298,1.4045333333333332
2021-02-22,2.897914379802402,0.0011154357319156372,1.4087,80.62015503875928,1.4034390381969841,85.96881959910883,0.001840361998593154,1.5674660502744686,0.003531778994251225,1.4061,3.7329398745850284,1.5014798238648597,70.08928571428514,-0.002379421823825117,1.4017008304667904,1.4015,1.4015,1,0.9163811126060754,85.21126760563352,1.398,0.004641009749837662,1.4061
2021-02-23,3.4154206977425883,0.0034848161581679804,1.4118,84.26229508196748,1.4032764392272967,85.07109004739307,0.00197652297947001,1.776826717318647,0.005471995915104153,1.411,4.1482137584883505,0.9949180445207872,67.15686274509726,0.0005405302293531897,1.404800553644527,1.4063,1.4063,1,0.9599500831794809,86.2969004893962,1.4054,0.006925791576032011,1.411
2021-02-24,3.4308705193855094,0.002055279943302457,1.4237,100.0,1.40258268961496,85.5835240274596,0.00206976170463153,1.8415366146458556,0.0031517810871037064,1.4139,4.617092119866806,0.8919651776794657,72.08333333333273,0.004238299426024382,1.4078337024296848,1.411,1.411,1,0.9601262322217443,89.85507246376784,1.4082,0.0061325299867698285,1.4139
2021-02-25,2.0388844389426897,-0.008911521323997418,1.4183,57.14285714285714,1.4013816831653754,67.99999999999997,0.0011373186686420445,0.7911961447169658,-0.0038970386386896574,1.4135,3.938584779706278,-0.11879588491054971,47.23707664884087,-0.0031769201757060102,1.40565580161979,1.4013,1.4135,-1,0.6957333009362661,73.7864077669902,1.4,-0.009073297188008443,1.4013
2021-02-26,1.436753713231731,-0.005780346820809301,1.4028,37.65060240963854,1.399667444727127,57.308970099667704,-0.00010453431186586634,0.22300553916985155,-0.007565994663831355,1.4015,3.5913450814186954,-0.8069109550028375,27.666151468315437,-0.002285306153073049,1.4015038677465268,1.3932,1.4015,-1,0.5154330774057719,63.46414073071715,1.3888,-0.011862650208208394,1.3932
2021-02-27,1.40017957242351,-0.00023925734520047204,1.4018666666666666,34.20229405630856,1.397503727621466,55.54923164484913,-0.0009793306888691601,0.5462114102841698,-0.004220570933987687,1.3989666666666667,3.175308641975305,-0.9411374250290261,25.517241379310466,0.0027765659946747115,1.398624800719907,1.3928666666666667,1.3989666666666667,-1,0.487043639994474,63.0963096309631,1.3893333333333333,-0.0032760475115750816,1.3928666666666667
2021-02-28,1.363614305818417,-0.00023931460297699214,1.4009333333333334,30.47722342733219,1.395033029645054,53.68852459016393,-0.0015759727335109813,-0.32686755899123954,0.0006739908075302355,1.3964333333333332,2.2267899965741744,-1.3087644696432754,23.236741388737393,0.0010822192181163454,1.396594311591049,1.3925333333333334,1.3964333333333332,-1,0.45370842076161444,62.73013022002699,1.3898666666666668,0.0001903323666322599,1.3925333333333334
2021-03-01,0.7818155494426104,-0.00023937188816547383,1.4,26.44067796610193,1.3924151829734515,51.71790235081375,-0.0019634041088427024,-0.6564863707720803,0.004698200281278573,1.3939,1.8211072917428517,-1.5347620057995504,20.812182741117113,-0.0019411427935707795,1.3951295410606994,1.3922,1.3939,-1,0.42837559235556816,62.365591397849556,1.3904,0.0011505622430423932,1.3922
2021-03-02,0.9039629736765864,0.002226691567303485,1.3977,21.660649819494097,1.3898486274179154,54.467353951890146,-0.001975814189279869,-0.546461070588522,0.006003156642081383,1.3953,2.062760588106216,-0.4281738385784606,7.6158940397349815,-0.00020688801006550977,1.395186360707133,1.3923,1.3923,1,0.4934863687530309,59.942775393419176,1.3859,0.0043454794360875855,1.3953
2021-03-03,0.9989142236699333,0.0,1.4008,12.499999999999673,1.3875896773868408,59.36329588014988,-0.001945849108154746,-0.6573951015758417,0.002485794021909546,1.3953,2.317225196157513,0.15073212747631626,19.66386554621853,0.0008990051359311349,1.3952242404714221,1.3953,1.3953,1,0.4724558953216668,59.124087591240844,1.392,0.002616679454223844,1.3953
2021-03-04,0.36116729268995673,-0.004228481330179945,1.4017,17.127071823203977,1.3859336952163768,41.89473684210516,-0.0022629841485752294,-1.1876822416613253,-0.001257753325031935,1.3954,2.1392339925016435,-0.24888718709615842,0.3571428571428125,9.264829486627731e-05,1.393282826980948,1.3894,1.3954,-1,0.2814739561200593,55.40355677154585,1.388,-0.0011515315263659186,1.3894
2021-03-05,-0.16349691038926029,-0.0038145962285878188,1.3908,20.26143790849642,1.3850991824087666,32.16494845360822,-0.0027376016809542037,-1.9064493267186289,-0.0025491831761605063,1.3896,2.004569238705889,-0.6056108770585933,24.18300653594753,-0.0005895153951442551,1.3902218846539656,1.3841,1.3896,-1,0.1287588828054268,49.80132450331128,1.3779,-0.0023507824012401306,1.3841
2021-03-06,-0.34573829531812095,-0.0004094116513738699,1.3894333333333333,19.957081545064085,1.3851411771403725,29.54385964912271,-0.0029777361296400425,-2.1477237899898416,-0.0038940762648427526,1.3876333333333333,1.551184184771981,-0.6225159220418441,27.731092436974674,0.00019541793066294317,1.3879923675470882,1.3835333333333335,1.3876333333333333,-1,0.1326416827713237,48.08816914080077,1.3785999999999998,-0.0023147186513943156,1.3835333333333335
2021-03-07,-0.5274640964779809,-0.0004095793379271795,1.3880666666666668,19.66173361522145,1.3860057492283124,26.810035842293956,-0.003051526016582173,-1.3083089512119672,-0.004303932325833942,1.3856666666666666,1.6364126307537807,-0.8839198260828018,31.48788927335635,0.0003356261083515379,1.386317133920281,1.3829666666666667,1.3856666666666666,-1,0.14382799553038858,46.3090325538743,1.3793,-0.0024342943205586587,1.3829666666666667
2021-03-08,-0.5539169843896019,-0.0004097471618983439,1.3867,19.374999999999503,1.3874646588083974,23.956043956043942,-0.0030102311219953833,-0.7751937984496027,-0.000944030501940612,1.3837,1.924353019243541,-0.924532358632546,35.47237076648844,-0.000835828799402277,1.3850114226135208,1.3824,1.3837,-1,0.15458535112088845,44.46002805049085,1.38,-0.00043664589567039337,1.3824
2021-03-09,0.2887461199740038,0.00499131944444442,1.3927,34.8484848484847,1.3892548715643238,27.157894736841783,-0.002415601913713857,-0.2560666251854693,0.004520865810744082,1.3893,2.4330900243308973,-0.007197351374688132,28.813559322033658,0.00143615828787047,1.3864409484090139,1.3827,1.3827,1,0.329660622663058,49.48717948717954,1.3802,0.006822997865027066,1.3893
2021-03-10,-0.29346503471476826,0.002663211689339917,1.3939,45.10638297872344,1.3912328212471647,28.36438923395434,-0.0017040358019807626,0.03351206434316634,0.006039523616964587,1.393,2.8297244094488194,0.6430171230402459,57.349896480331374,-0.0016417111414801723,1.3886272989393427,1.3893,1.3893,1,0.4358174299312504,55.00650195058523,1.3845,0.004467952324300436,1.393
2021-03-11,-0.1712573141144591,0.004307250538406304,1.3996,70.3389830508477,1.3930963819350926,47.242206235012006,-0.0008058129069286129,0.4884355696020526,0.001877903381322696,1.399,3.397304821265812,1.1179106635185176,30.131004366812263,0.001657515287054665,1.392084865959562,1.3934,1.3934,1,0.6026558131423957,51.336146272855146,1.3917,0.002687621352736426,1.399
2021-03-12,-0.7674214165221294,-0.004860614724803369,1.4006,66.13545816733074,1.3943715715922285,48.76237623762388,-0.0006527129708885648,-0.22217444277216059,-0.002376722779967759,1.399,3.0190913127127628,0.6676468461519924,19.999999999999996,-0.0019264880007747467,1.3921232439730413,1.3922,1.399,-1,0.4302277483656664,43.750000000000036,1.3863,-0.00585336717056568,1.3922
2021-03-13,-0.9469337383709808,-0.0006943446822775812,1.3987333333333334,65.09803921568587,1.3947469330229456,48.00974817221765,-0.0006009100512655917,-0.2914546453570366,-0.003980662546419367,1.3966666666666667,1.8248798458122772,0.6389853395061706,20.79207920792071,0.000788640910895121,1.3918266070931387,1.3912333333333333,1.3966666666666667,-1,0.41933611873531723,41.96347031963462,1.3859000000000001,-0.005001036707250086,1.3912333333333333
2021-03-14,-1.1260460375032477,-0.0006948271318014676,1.3968666666666667,64.09266409266435,1.394110289226843,47.28,-0.0006139441381719565,0.06237704524736376,-0.0031418218459908108,1.3943333333333332,1.948131309427792,0.06957940449627831,21.56862745098064,0.0013094112618657545,1.3913066269509815,1.3902666666666668,1.3943333333333332,-1,0.4096830727719426,40.147329650092196,1.3855,-0.0034066544646006473,1.3902666666666668
2021-03-15,-1.5379163713678312,-0.0006953102522299082,1.395,63.11787072243328,1.3925189442010606,46.57210401891237,-0.0006655342334167577,0.3756953977313682,0.0004823953825393953,1.392,1.5050778110615948,-0.2656137832017236,22.330097087378814,-9.422350037675108e-05,1.3906377513006545,1.3893,1.392,-1,0.39989478497087777,38.30083565459609,1.3851,-0.00044602189206423536,1.3893
2021-03-16,-1.7823042647994836,-0.00043187216583884247,1.3908,48.50000000000016,1.390386993838517,41.70854271356788,-0.000713669352484917,0.37343998458052585,0.0026749218275752395,1.3899,2.2155159723244555,-0.7362401715511058,21.76039119804382,-0.0034671458093733713,1.3899918342004365,1.3887,1.3899,-1,0.39038540379218756,33.48148148148137,1.3809,-0.0004948457430578096,1.3887
2021-03-17,-0.3568115321487153,0.0054727442932238635,1.3971,56.90376569037672,1.3880704256421423,51.05485232067523,-0.00023218419681875278,0.9641109691725491,0.0010862629583537687,1.3963,2.7799587790754865,0.2944979169659634,12.925170068027354,0.002940706095167773,1.3920945561336244,1.389,1.389,1,0.8074507625316403,37.81163434903052,1.3851,0.005651914954122974,1.3963
2021-03-18,-0.08613264427218548,-0.003079567428203256,1.4003,34.23423423423414,1.3855676445549494,52.83842794759817,-0.00020288456555488457,0.694444444444442,4.4868776647659315e-05,1.3968,2.4684693527015744,0.05510697941872866,3.4642032332564954,0.0012183654989026604,1.3920630374224163,1.392,1.3968,-1,0.576979381080585,42.723004694835595,1.3897,0.0042737790064064935,1.392
2021-03-19,-0.43555257741827447,-0.003735632183907933,1.396,36.89320388349508,1.3830766112017536,52.954048140043675,-0.0005155154782550049,-0.17994673576621212,0.0007013620434854831,1.3924,2.090694935217896,-0.24935264217896824,12.280701754386337,-0.001823058062453299,1.3903086916149443,1.3868,1.3924,-1,0.31045794077261785,44.75409836065574,1.383,0.002955179263865411,1.3868
2021-03-20,-0.4236882420528554,-0.00012018075185071808,1.3932666666666667,38.383838383838565,1.3809525734372028,53.42163355408374,-0.000703682663972487,-0.45704714046422845,0.0009249611204428156,1.3904666666666667,1.748850406026814,-0.19194318481728923,11.074380165289751,-0.001221515194739301,1.3890835721877408,1.3866333333333334,1.3904666666666667,-1,0.3189053224537773,44.87671232876712,1.3825666666666667,0.0038221044628151675,1.3866333333333334
2021-03-21,-0.4118182253507685,-0.000120195196999906,1.3905333333333332,39.99999999999999,1.3793846940692631,53.89755011135865,-0.0008023705269418661,-0.8958780081010254,0.000564060762964213,1.3885333333333334,1.550330818623502,-0.16082187177456353,9.893704006541308,0.0004704735719092611,1.3882112703473828,1.3864666666666667,1.3885333333333334,-1,0.32662395673872585,44.99999999999998,1.3821333333333332,0.0038254220080664062,1.3864666666666667
2021-03-22,-0.645022575790144,-0.00012020964562198255,1.3878,41.75824175824206,1.3785584114478804,54.38202247191013,-0.0008379723383309313,-0.42378968539003026,-0.00157124503238663,1.3866,0.9539761141858616,-0.716178471675144,8.73786407767005,0.0035603574945796113,1.3875741802315886,1.3863,1.3866,-1,0.3370614513340028,45.123966942148726,1.3817,0.002376945968269216,1.3863
2021-03-23,-1.4548842542822293,-0.008151193825290393,1.3869,26.297577854671317,1.378457793424259,35.37832310838452,-0.0015407601443603919,-1.1668303903011656,-0.004915171850508123,1.3863,0.4823151125401992,-1.2212643678160884,23.543123543123183,-0.0023749999215698907,1.383382786821059,1.375,1.3863,-1,-0.12217794363305726,35.225618631732175,1.374,-0.009818021341412058,1.375
2021-03-24,-1.5186411400604505,-0.004872727272727251,1.3762,0.0,1.3786282220992083,26.204238921002002,-0.0023278129506017413,-1.5800326076532145,-0.003186609861745816,1.3752,0.017055699040002814,-1.3340063455436924,37.0600414078671,-0.0027147720044167936,1.3783551912140395,1.3683,1.3752,-1,-0.1814979254092579,32.09549071618041,1.3674,-0.01074219919846743,1.3683
2021-03-25,-0.7875153529369405,0.003581086019147861,1.3747,17.132867132866963,1.3787728539229749,24.60629921259836,-0.0023808323609778304,-1.1588569783344105,0.004070147853810341,1.3732,0.39968804835250893,-0.9687732878194244,55.81395348837172,0.0025992050948423105,1.3766367941426931,1.3688,1.3688,1,0.05675098469776004,39.11290322580643,1.367,0.0009549792165971013,1.3732
2021-03-26,-0.34934708234954925,0.004005243227497957,1.3813,35.986159169550135,1.3789818567376018,36.363636363636324,-0.0019272774974793403,-0.7200979333189306,0.006641918895895776,1.3787,0.82638584174346,-0.5601769485983565,27.149321266968332,0.0015713719552710836,1.3773245294284622,1.3731,1.3731,1,0.2519051980227856,46.380697050938295,1.3728,0.0027527597337464746,1.3787
2021-03-27,-0.37600327797729927,-0.0006769662242209762,1.3824666666666667,35.05617977528071,1.3792004670726679,36.388140161725026,-0.0015861554371279672,-1.3273174341712712,0.0017888208022023703,1.3777666666666666,0.32525061287895785,-0.6155473803169276,23.202372127501686,-0.002396577849410339,1.3774719085078637,1.3751666666666666,1.3751666666666666,1,0.2371785910677806,46.153846153846004,1.3737333333333333,-0.004947172447997602,1.3777666666666666
2021-03-28,-0.4026813271604923,-0.000677424817941974,1.3836333333333333,34.173055859802744,1.3793613643311886,36.41267700606873,-0.001329771092597411,-1.0895593869731712,-0.0021497322539448366,1.3772333333333333,0.6015879974669902,0.13333333333334085,19.387755102040696,0.0001834608592523229,1.3772590501163537,1.3768333333333334,1.3772333333333333,-1,0.22462837611749326,45.929203539823014,1.3746666666666667,-0.004647203100901413,1.3768333333333334
2021-03-29,-0.9645145037069036,-0.00067788403341007,1.3848,33.3333333333331,1.3794734579206953,36.4372469635627,-0.0011369079803910786,-0.7859821171041337,-0.0029212515818973724,1.3793,0.2988773873742412,0.5554337499086293,15.698924731182508,0.0013692996289646246,1.3768060334109025,1.3759,1.3793,-1,0.22492787602347575,45.70673712021126,1.3756,-0.0025145939970119347,1.3759
2021-03-30,-1.3711414213926854,-0.001453594011192716,1.3785,47.48858447488561,1.3793454815298616,35.43307086614165,-0.001059449880506734,-0.918291305079455,-0.002897034894929392,1.3763,0.2700335717413349,0.05097582289541602,17.12473572938645,-0.001689564294718546,1.3758373556072683,1.3739,1.3763,-1,0.19932387331096957,39.12429378531071,1.3706,-0.003500595842563163,1.3739
2021-03-31,-1.5082201572551912,0.002911420045127011,1.3813,74.99999999999942,1.3789548015138067,30.508474576271027,-0.0006730652046801288,-0.6178775784969059,-0.001227618159545214,1.3779,0.6623645440155812,-0.05802567636179479,26.484018264839897,0.0003655500179832377,1.3765249037381788,1.374,1.374,1,0.33405253293187454,39.38115330520388,1.3716,0.002544043089274757,1.3779
2021-04-01,-0.6608245941675084,0.0037012845634663005,1.3838,75.25773195876256,1.3786053884792169,40.62500000000012,-4.1572777184568574e-05,-0.2380437134819391,0.000632124946021936,1.383,1.1359204368174503,0.37984177291752186,28.538283062645167,0.0018667054149012273,1.378683269158786,1.3782,1.3782,1,0.5089586261481249,38.60398860398864,1.3746,0.007790244187033226,1.383
2021-04-02,-0.5989889067254506,-7.23065798987621e-05,1.3854,64.99999999999969,1.3784347199130729,45.45454545454546,0.00037868746490655894,0.5745454545454498,0.0010365382174778162,1.3833,1.2297782007173685,0.4406246217165011,10.526315789473736,-0.0016289272513496347,1.3800888461058574,1.3829,1.3833,-1,0.5199629408742004,42.67716535433068,1.3813,0.005798718064469523,1.3829
2021-04-03,-0.3668360985902064,0.0016390676597488607,1.3874,74.1304347826088,1.3783749688575824,48.37037037037031,0.0007946927614646982,1.2326731467270813,0.00225441910289114,1.3851666666666667,1.3660202463715132,0.673498558519281,3.9595619208089095,-0.0006956985622256419,1.3817814529594605,1.3831,1.3831,1,0.6080083908721384,45.31893004115227,1.3813,0.008022053893099661,1.3851666666666667
2021-04-04,-0.13436022937211023,0.0016363855131753535,1.3894,81.79999999999951,1.3784058018433587,51.02618542108977,0.0011844121899797682,1.0365083988736812,0.0038718490366535974,1.3874333333333333,1.6881657382976645,0.9850304486013206,2.1069692058349943,0.00034061202042506047,1.3836654130840849,1.3829,1.3829,1,0.6922088157656137,47.856782652546556,1.3813,0.009549025310567168,1.3874333333333333
2021-04-05,0.07200979333188418,0.0016337121303124924,1.3914,88.3333333333334,1.3783979212415403,53.455284552845356,0.0015345268942608494,0.7978530499746173,0.0017062185568233936,1.3897,1.6605705925383907,0.8563756440960857,7.72833723653419,0.002085784866498091,1.3856769420560566,1.3827,1.3827,1,0.7680512236165594,50.29673590504448,1.3813,0.007168902939127905,1.3897
2021-04-06,-1.002649860345195,-0.005324890264085669,1.392,67.94871794871844,1.3782477394425674,58.057395143487966,0.0012210629525620871,0.32903491157187936,-0.0036687969108908946,1.3902,0.6553557125173137,-0.05061460592913347,27.42382271468166,-0.0011810393141709948,1.384551294704038,1.3823,1.3902,-1,0.539045142612699,45.687331536388164,1.3802,-0.003932830724994034,1.3823
2021-04-07,-1.336206896551717,-0.006438544454894113,1.3841,42.0494699646644,1.3780953097926574,55.36842105263145,0.0004096035238251143,-0.2493644837186837,-0.00539607564295455,1.3825,-0.0048538976798351285,-0.6869621809241444,23.324396782842445,-0.00209594803174511,1.3808341964693587,1.3734,1.3825,-1,0.21135804739158795,34.83443708609265,1.3724,-0.009470164170689192,1.3734
2021-04-08,-0.9734640899913494,-7.281199941744365e-05,1.3783,29.184549356222973,1.377995314415212,50.117096018735346,-0.00011078991197372053,-0.18896722145503864,-0.001739423201264083,1.3736,-0.0242665437161782,-0.856695945132957,22.994652406417035,0.002578906346286587,1.378322797646239,1.3733,1.3736,-1,0.23509723197110602,36.88639551192149,1.3719,-0.004010137846110831,1.3733
2021-04-09,-1.141854371499318,-0.0018204325347702666,1.3752,26.459143968871444,1.3778877778474121,40.050377833753146,-0.0005743788190127675,-0.2256350534973306,0.0014268274032245708,1.3734,-0.21837239772891648,-1.1988564015087744,8.123249299719653,-0.0006062702228145741,1.3758151984308262,1.3708,1.3734,-1,0.16888730642263663,38.33819241982506,1.367,-0.006076946259229867,1.3708
2021-04-10,-1.0530364956484073,0.0007781344227215659,1.3760333333333332,22.85714285714309,1.3778154193467251,42.5941422594145,-0.0007491361915641201,-0.43786438299826536,0.0023040202826209275,1.3726,-0.6901211331499346,-1.2832505816603001,9.142318567389593,-0.0005504351443301525,1.3744990211761066,1.3718666666666668,1.3726,-1,0.23888354650956825,39.376498800959304,1.3669333333333333,-0.005858946813978201,1.3718666666666668
2021-04-11,-0.96419726369954,0.000777529400330268,1.3768666666666667,18.884120171673743,1.3778287565737395,45.12093411175979,-0.0007319910507378544,-0.7278862376476236,0.002850270010422836,1.3729333333333333,-0.7135281072220612,-0.6776146036798658,10.180780209323991,0.0004264256562563141,1.3739771252285156,1.3718,1.3718,1,0.3038174178035808,40.388257575757535,1.3668666666666667,-0.003565468199129729,1.3729333333333333
2021-04-12,-0.07272727272726875,0.0007769253180538449,1.3777,14.479638009050177,1.3780129182524363,47.630922693267095,-0.0005937955532380702,-0.6435750958131425,0.002202264653711515,1.374,-0.5428881650379913,0.0436871996505106,11.23919308357362,0.0001631372816468918,1.373984750152344,1.371,1.371,1,0.35231224771265607,41.37447405329596,1.3668,-0.002286090309261973,1.374
2021-04-13,0.4750420229481911,0.0005822416302765365,1.377,25.806451612903132,1.3785912212481064,51.156812339331786,-0.0004026371371529131,-0.7484057273492883,2.047188167490456e-05,1.3748,-0.6934412019647507,0.10922595208622266,3.7037037037033143,-0.0007636906615277046,1.3742565001015628,1.374,1.374,1,0.3640792419111342,49.835526315789494,1.3694,-0.00237266295388938,1.3748
2021-04-14,0.33498397902709254,0.0021821355833575584,1.3809,72.91666666666686,1.379695770124065,49.86807387862798,-4.69868779266816e-05,-0.6943276553828426,-0.002280513243932313,1.3778,-0.617922146618266,0.5106507149109873,7.142857142857099,0.0008177510442549748,1.3754376667343753,1.3749,1.3749,1,0.4898008637784002,58.31873905429059,1.3748,0.0001455642985297962,1.3778
2021-04-15,-0.007253209545221573,0.0005806357961968267,1.3809,75.72815533980628,1.3812653996940325,43.452380952380985,0.00025282813977140503,-0.7987335396128614,-0.003377498150286027,1.3786,-0.7010804321728736,0.4908154339585913,1.0600706713779746,-0.0004235833783397329,1.3764917778229169,1.3781,1.3781,1,0.5271235355353526,55.09433962264156,1.3762,0.0010441726541829215,1.3786
2021-04-16,0.37984177291752186,0.003191643696503599,1.3844,100.0,1.3832230076505523,50.13192612137202,0.0007310972544108331,0.050640237285670686,-0.002412089769492552,1.383,-0.5250665324030845,0.7332232689132745,20.76677316293979,0.00026684427344501996,1.378661185215278,1.3784,1.3784,1,0.7144977723939206,54.142581888246596,1.3716,0.005247917662327832,1.383
2021-04-17,0.8183028689020766,0.0036876355748374223,1.3894,100.0,1.385408242056142,53.6006546644846,0.0013391523286346578,1.070336391437321,0.00022915208239303553,1.3881000000000001,-0.14387454139987987,1.0262008733624484,10.204081632653883,-0.0001040810394347896,1.3818074568101855,1.3798333333333335,1.3798333333333335,1,0.8916346537527241,59.215219976218954,1.3747,0.008179981423859535,1.3881000000000001
2021-04-18,1.2573588196816754,0.003674086881348515,1.3944,100.0,1.3876218941705198,56.61820964039792,0.001993627277160282,1.4490642976771273,0.00316249994756846,1.3932,0.5702735869486775,1.338376491125981,1.3404825737269876,-0.0004923045194365998,1.3856049712067904,1.3812666666666666,1.3812666666666666,1,1.0054514891515038,63.58605423353622,1.3778,0.008979459437608509,1.3932
2021-04-19,1.7759662275274923,0.003660637381567744,1.3994,100.0,1.3897738245604123,59.26724137931052,0.0026383447654917984,2.006127808578939,0.0034325522790550067,1.3983,0.0858922052823674,1.4878792277543962,6.203473945408742,0.0012063418724346513,1.3898366474711936,1.3827,1.3827,1,1.0635520454881173,67.39130434782624,1.3809,0.007196475280970773,1.3983
2021-04-20,1.1394150518905688,-0.0033612243438462253,1.401,83.33333333333294,1.391674143706911,62.92906178489679,0.0026117228839076323,1.584216153173279,0.00031372946737749847,1.3987,-0.5565862708719838,1.0880603510807996,12.745098039214774,-0.0021639579689488046,1.3910910983141291,1.3936,1.3987,-1,0.8638674314869301,64.6795827123696,1.3926,-0.0040115906031080225,1.3936
2021-04-21,0.7158351409978225,-0.0005022962112514184,1.395,79.15057915057908,1.392999105985889,77.4647887323944,0.0024150320648094253,1.4543070797319535,-0.0014305279831211169,1.3937,-0.7175271448596976,0.7158351409978225,24.324324324323367,0.003073488927248409,1.3916940655427528,1.3929,1.3937,-1,0.8129808230995276,61.75548589341701,1.3886,-0.003928123746490424,1.3929
2021-04-22,0.05061826596282071,-0.006676717639457319,1.395,57.26744186046492,1.393553890990016,61.521252796420505,0.0015677199327949025,0.698689956331866,-0.00034840517622456335,1.3931,-1.4904119992405485,-0.3241841365896003,7.728337236533639,-0.002397493312150379,1.3889960436951685,1.3836,1.3931,-1,0.5397787099009829,50.44117647058818,1.3824,-0.008880492984536194,1.3836
2021-04-23,0.1612321020334484,0.0027464585140213327,1.3897,56.50887573964486,1.393297083809004,68.0434782608694,0.001189466713718698,0.9164969450101701,-0.0007406671664756849,1.3874,-1.3299196358722676,-0.4163077806488724,21.693121693121032,0.00032910868236911287,1.3884640291301125,1.3838,1.3838,1,0.6467206455536625,53.138075313807484,1.3834,-0.005073276773083252,1.3874
2021-04-24,0.05045287461258319,0.0005285666234202679,1.3908333333333334,50.05662514156246,1.3922941243974056,67.8102189781019,0.0009266206552494679,0.7499879034209123,-0.0025590416043729577,1.3881333333333332,-1.6206000472478221,-0.727073350973817,22.30971128608896,0.0002386349797811062,1.3883537971978528,1.3849666666666667,1.3849666666666667,1,0.6665680113627693,52.1140142517814,1.3844,-0.004317419382386734,1.3881333333333332
2021-04-25,-0.05996498045141019,0.0005282873883394323,1.3919666666666666,41.35638297872359,1.390848552210396,67.5735294117646,0.0007477764380488076,0.744716862517536,-0.0013918590068696555,1.3888666666666667,-1.7705165381804444,-0.3396479142747766,22.916666666665883,0.0011285966314288705,1.3885247536874574,1.3861333333333332,1.3861333333333332,1,0.6898071917170001,51.044196211753324,1.3854,0.00029410660331845404,1.3888666666666667
2021-04-26,0.5281053316935402,0.0005280084481351643,1.3931,28.985507246376613,1.389254710762861,67.33333333333309,0.0006292539231987331,0.4772234273318743,0.0023053840148678163,1.3896,-0.8349389852280065,-0.2369157872065486,23.51421188630451,-0.00041406218228570767,1.3888831691249717,1.3873,1.3873,1,0.6970463115775528,49.92548435171386,1.3864,0.0036080279121363285,1.3896
2021-04-27,1.296053589631585,0.0011514104778354017,1.3925,43.181818181818315,1.387607250264199,67.90393013100422,0.0006086274738333652,0.2233268496505847,0.003162388937647668,1.3912,-0.14355440712029433,0.5492917028042887,21.628498727734506,-0.0020768008572828373,1.3896554460833146,1.3898,1.3898,1,0.719666292106389,57.259380097879166,1.3858,0.0034265132583290356,1.3912
2021-04-28,1.4490642976771273,0.0014376078205864395,1.3952,50.793650793650706,1.3861568052374893,67.18749999999994,0.0006745815347129615,0.0,0.00020392110359177538,1.3932,0.023931460297710316,0.41804814761423614,19.160104986875567,8.943562018944856e-05,1.3908369640555431,1.3916,1.3916,1,0.7517187817897516,68.19852941176467,1.3861,0.00309988179319788,1.3932
2021-04-29,1.6924423694193003,0.0005742176284810885,1.3977,100.0,1.3852925207578857,67.18749999999977,0.0007132264568627473,-0.3075162697561473,-0.002158732836714811,1.394,0.10532363079278628,0.42262991067141265,24.13793103448163,0.004832748589502061,1.3918913093703622,1.3939,1.3939,1,0.7532213080953754,68.78402903811242,1.3931,0.005257428580905847,1.394
2021-04-30,0.6949169015453283,-0.009038737446197986,1.396,34.374999999999886,1.385255463640591,48.49056603773581,-0.0001240535732767883,-0.8754305396096451,-0.002214203331739659,1.3942,-0.7757506105444678,-0.537608601737638,3.067484662576351,-0.004317200749289602,1.3883942062469081,1.3814,1.3942,-1,0.339822788149815,58.12883435582816,1.3802,-0.0046898135699859345,1.3814
